Nombre;Altura;Edad;Valor de mercado;Partidos jugados;Goles;Asistencias;Amarillas;Rojas;Nacionalidad_emb_1;Nacionalidad_emb_2;Nacionalidad_emb_3;Nacionalidad_emb_4;Nacionalidad_emb_5;Nacionalidad_emb_6;Nacionalidad_emb_7;Nacionalidad_emb_8;Club_emb_1;Club_emb_2;Club_emb_3;Club_emb_4;Club_emb_5;Club_emb_6;Club_emb_7;Club_emb_8;PosiciÛn_emb_1;PosiciÛn_emb_2;PosiciÛn_emb_3;PosiciÛn_emb_4;PosiciÛn_emb_5;PosiciÛn_emb_6;PosiciÛn_emb_7;PosiciÛn_emb_8;Nacionalidad;Club ;Posicion
Conor Bradley;1,81;22;30;14;0;1;6;0;0,070251241;0,108129807;0,086999111;0,100983433;-0,122493416;0,053460445;-0,062578142;0,043531567;-0,09028963;0,117033444;0,096519969;0,071010381;-0,084167235;0,07214126;0,052050684;0,064132676;0,029065797;-0,058358915;0,106612936;-0,119788006;0,084394656;0,035337035;-0,060063813;0,052847728;Irlanda del Norte;Liverpool FC;Lateral derecho
Mario Gila;1,85;25;30;11;0;0;1;0;-0,018197507;0,027924707;-0,010844457;0,073231526;-0,032498866;0,027797619;0,071192317;0,102874391;0,018647518;0,081231177;0,072058454;-0,108918697;-0,055390265;-0,102416366;0,00161336;0,115195312;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Espana;SS Lazio;Defensa central
Antony;1,74;25;30;11;6;2;2;0;-0,010247849;0,033773843;0,068939246;0,090636082;-0,069321349;0,022180473;0,077888712;-0,062032707;-0,044759396;0,116503313;0,021548148;0,123124532;0,071425058;-0,114301562;-0,041391008;0,08157751;0,120682091;-0,096872486;-0,026702812;-0,017303599;0,104123399;-0,0770275;0,004711031;-0,06300398;Brasil;Real Betis;Extremo derecho
Arnaud Kalimuendo;1,71;23;30;9;0;0;0;0;-0,118933551;0,059899732;-0,107918292;-0,050820861;0,002380732;-0,005078932;-0,093127877;0,117712639;-0,02313358;-0,055052746;-0,080458038;-0,044632349;0,054380458;-0,046810113;0,10588143;0,017973691;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532;Francia;Nottingham Forest;Delantero centro
Maximilian Beier;1,85;23;30;15;2;2;2;0;0,08640074;0,073262207;0,119738005;0,119977802;0,099477038;-0,088858768;-0,112221435;-0,007820635;0,05805143;-0,051959045;0,034812916;0,087660529;0,075818077;-0,094192736;0,1171472;0,056525052;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532;Alemania;Borussia Dortmund;Delantero centro
Lorenzo Lucca;2,01;25;30;12;1;0;1;1;-0,070087455;0,086913362;0,043283574;0,092748255;0,085460514;0,093211621;-0,045291722;-0,00876025;0,025104497;0,003371759;0,01017504;-0,044517815;-0,088343136;-0,027011739;0,051044561;0,108067945;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532;Italia;SSC Napoles;Delantero centro
Youssouf Fofana;1,85;26;30;13;1;2;3;0;-0,118933551;0,059899732;-0,107918292;-0,050820861;0,002380732;-0,005078932;-0,093127877;0,117712639;0,115612671;-0,076692834;-0,116889097;0,125054792;0,044108413;0,064411983;0,080097876;-0,036474191;-0,016960477;-0,117974713;0,056287192;0,011867293;0,094767965;-0,011302987;-0,029954249;-0,11315833;Francia;AC Milan;Pivote
Yeremy Pino;1,72;23;30;16;1;4;3;0;-0,018197507;0,027924707;-0,010844457;0,073231526;-0,032498866;0,027797619;0,071192317;0,102874391;0,0492731;-0,079972073;0,107039653;-0,025023852;0,111330867;-0,067949563;-0,099752568;0,083477311;0,120682091;-0,096872486;-0,026702812;-0,017303599;0,104123399;-0,0770275;0,004711031;-0,06300398;Espana;Crystal Palace;Extremo derecho
James Trafford;1,92;23;30;5;0;0;0;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;-0,037938088;0,09741722;0,07532075;-0,01707379;0,019551584;0,021332366;0,0991868;-0,120310917;0,093323581;0,080478951;-0,044601846;-0,105046496;0,069780841;0,081347823;-0,007530442;-0,08564724;Inglaterra;Manchester City;Portero
Mika Biereth;1,87;22;30;15;1;0;0;0;0,023551175;-0,086610831;-0,120499112;0,115082376;0,078658141;-0,086847089;0,044378698;0,001335879;-0,093122393;-0,118195526;0,03015309;0,078398488;0,100428052;0,070976749;-0,008518565;0,102926955;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532;Dinamarca;AS Monaco;Delantero centro
Johan Bakayoko;1,79;22;30;11;3;0;1;0;0,073881842;0,004439071;0,103805721;-0,085004844;-0,101900026;0,11536216;-0,00055224;-0,025996909;-0,041617662;0,075574338;-0,074506521;-0,056923926;-0,090038866;-0,05478425;-0,021489831;0,080495119;0,120682091;-0,096872486;-0,026702812;-0,017303599;0,104123399;-0,0770275;0,004711031;-0,06300398;Belgica;RB Leipzig;Extremo derecho
Zeno Debast;1,91;22;30;13;0;0;3;0;0,073881842;0,004439071;0,103805721;-0,085004844;-0,101900026;0,11536216;-0,00055224;-0,025996909;-0,018117685;-0,035151962;0,113266036;0,066496491;-0,026649352;-0,118975922;-0,092169307;-0,014448095;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Belgica;Sporting de Lisboa;Defensa central
Mikkel Damsgaard;1,8;25;30;10;1;1;0;0;0,023551175;-0,086610831;-0,120499112;0,115082376;0,078658141;-0,086847089;0,044378698;0,001335879;-0,033841476;0,008046925;0,010261002;0,070680536;-0,107258677;0,006350275;0,08785677;0,026545836;0,057232734;-0,088231727;-0,043430768;0,121953472;-0,017196175;0,002575303;-0,048276402;-0,098835416;Dinamarca;Brentford FC;Mediocentro ofensivo
Nicolas Rovella;1,79;23;30;4;0;1;1;0;-0,070087455;0,086913362;0,043283574;0,092748255;0,085460514;0,093211621;-0,045291722;-0,00876025;0,018647518;0,081231177;0,072058454;-0,108918697;-0,055390265;-0,102416366;0,00161336;0,115195312;-0,016960477;-0,117974713;0,056287192;0,011867293;0,094767965;-0,011302987;-0,029954249;-0,11315833;Italia;SS Lazio;Pivote
Malick Thiaw;1,94;24;30;14;0;0;3;0;0,08640074;0,073262207;0,119738005;0,119977802;0,099477038;-0,088858768;-0,112221435;-0,007820635;0,064583987;0,123419069;-0,105472773;-0,063603304;-0,088028975;-0,06087156;-0,046972848;-0,10734611;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Alemania;Newcastle United;Defensa central
Isak Hien;1,91;26;30;13;0;0;2;0;-0,119122677;-0,122665301;-0,075567447;0,000715885;0,025636598;0,117220223;0,070935033;-0,055406928;-0,028887864;-0,122786947;0,073539637;-0,046462215;-0,014804218;0,123038486;-0,026876908;-0,061669301;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Suecia;Atalanta;Defensa central
Evann Guessand;1,85;24;30;16;1;0;1;0;-0,066164918;0,085928261;-0,069988996;0,028101388;-0,065104641;0,075750813;0,054929648;0,030766457;-0,103992268;0,076159328;-0,057120427;-0,038145397;0,116729438;0,010006492;0,094286263;-0,077734984;0,120682091;-0,096872486;-0,026702812;-0,017303599;0,104123399;-0,0770275;0,004711031;-0,06300398;Costa de Marfil;Aston Villa;Extremo derecho
Randal Kolo Muani;1,87;26;30;8;0;1;2;0;-0,118933551;0,059899732;-0,107918292;-0,050820861;0,002380732;-0,005078932;-0,093127877;0,117712639;-0,020995656;0,081839457;0,125685945;-0,051477801;-0,006212149;-0,07246431;0,049674053;0,032495394;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532;Francia;Tottenham Hotspur;Delantero centro
Francisco Concesio;1,7;22;30;11;2;0;1;0;0,094597615;-0,079555579;0,014744219;0,079444386;-0,033918057;-0,077495568;-0,002692658;-0,106440246;0,099411055;-0,062767781;0,106107742;0,068139531;-0,081188984;0,048641305;0,070241161;-0,094398037;0,120682091;-0,096872486;-0,026702812;-0,017303599;0,104123399;-0,0770275;0,004711031;-0,06300398;Portugal;Juventus;Extremo derecho
Djed Spence;1,84;25;30;18;0;0;3;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;-0,020995656;0,081839457;0,125685945;-0,051477801;-0,006212149;-0,07246431;0,049674053;0,032495394;-0,038706813;0,082722649;0,021574922;0,005219473;0,044569455;0,002511997;0,121739149;0,061536744;Inglaterra;Tottenham Hotspur;Lateral izquierdo
Kevin Schade;1,83;23;30;13;3;1;4;0;0,08640074;0,073262207;0,119738005;0,119977802;0,099477038;-0,088858768;-0,112221435;-0,007820635;-0,033841476;0,008046925;0,010261002;0,070680536;-0,107258677;0,006350275;0,08785677;0,026545836;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115;Alemania;Brentford FC;Extremo izquierdo
Christos Tzolis;1,79;23;30;23;8;9;3;0;0,075248383;0,061881263;0,064953357;-0,037517842;0,120199412;-0,092804052;-0,088617891;-0,029861912;0,108865745;-0,075357787;-0,084818058;-0,034195095;0,115135916;0,010311126;-0,107272707;-0,018912194;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115;Grecia;Club Brujas;Extremo izquierdo
Douglas Luiz;1,78;27;30;7;0;1;1;0;-0,010247849;0,033773843;0,068939246;0,090636082;-0,069321349;0,022180473;0,077888712;-0,062032707;-0,02313358;-0,055052746;-0,080458038;-0,044632349;0,054380458;-0,046810113;0,10588143;0,017973691;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292;Brasil;Nottingham Forest;Mediocentro
Pedro Goncalves;1,73;27;30;17;9;6;7;0;0,094597615;-0,079555579;0,014744219;0,079444386;-0,033918057;-0,077495568;-0,002692658;-0,106440246;-0,018117685;-0,035151962;0,113266036;0,066496491;-0,026649352;-0,118975922;-0,092169307;-0,014448095;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115;Portugal;Sporting de Lisboa;Extremo izquierdo
Quinten Timber;1,83;24;30;14;2;1;2;0;-0,111019142;-0,090241298;0,012151266;0,083693758;-0,105585292;0,044175122;0,067653678;0,069097698;-0,118247703;0,057088856;-0,108131386;-0,092178069;0,043733578;-0,043488543;0,04465339;0,110994488;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292;Paises Bajos;Feyenoord;Mediocentro
Amine Gouiri;1,8;25;30;7;1;1;0;0;-0,029044447;-0,109024704;-0,0876159;-0,103857428;-0,002651513;-0,058168475;0,083853766;0,017411884;-0,053490229;-0,034351725;-0,002979865;-0,108646832;-0,107206166;0,034261636;-0,101428628;-0,114540644;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532;Argelia;Olympique de Marsella;Delantero centro
Ismaala Sarr;1,85;27;30;17;8;2;2;0;0,104406379;6,59E-05;-0,055815984;0,073178098;0,114584059;-0,051550325;0,100963883;0,065697186;0,0492731;-0,079972073;0,107039653;-0,025023852;0,111330867;-0,067949563;-0,099752568;0,083477311;0,120682091;-0,096872486;-0,026702812;-0,017303599;0,104123399;-0,0770275;0,004711031;-0,06300398;Senegal;Crystal Palace;Extremo derecho
Takefusa Kubo;1,73;24;30;14;1;2;0;0;0,099176884;0,104774587;-0,118423827;0,035096727;0,125299647;-0,097371705;-0,084704988;-0,099274479;-0,068196565;-0,02245947;0,089055218;0,047667731;-0,110689752;-0,043308109;0,030424953;0,025646467;0,120682091;-0,096872486;-0,026702812;-0,017303599;0,104123399;-0,0770275;0,004711031;-0,06300398;Japon;Real Sociedad;Extremo derecho
David Hancko;1,88;27;30;14;0;1;0;0;-0,067617305;-0,015961383;-0,094084896;0,034315646;0,114312656;-0,029895863;-0,011141942;0,043071218;-0,05408144;-0,015183867;0,01830525;-0,031488448;-0,086804241;-0,098341905;-0,112865217;-0,076127492;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Eslovaquia;Atletico de Madrid;Defensa central
Exequiel Palacios;1,77;27;30;2;0;0;0;0;-0,10625907;0,03760311;-0,056812607;-0,060988799;0,046214957;0,065771557;0,09844967;-0,074539743;0,014909924;-0,107359141;-0,102674298;-0,00124013;0,016684568;-0,071914546;-0,057594374;-0,093278877;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292;Argentina;Bayer Leverkusen;Mediocentro
ader Militao;1,86;27;30;16;1;1;3;0;-0,010247849;0,033773843;0,068939246;0,090636082;-0,069321349;0,022180473;0,077888712;-0,062032707;-0,092669599;-0,031748202;-0,107883424;-0,019196136;-0,004754167;0,041226391;0,018489337;-0,011803966;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Brasil;Real Madrid CF;Defensa central
Pau Torres;1,91;28;30;13;0;0;0;0;-0,018197507;0,027924707;-0,010844457;0,073231526;-0,032498866;0,027797619;0,071192317;0,102874391;-0,103992268;0,076159328;-0,057120427;-0,038145397;0,116729438;0,010006492;0,094286263;-0,077734984;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Espana;Aston Villa;Defensa central
Moussa Diaby;1,7;26;30;14;3;7;2;0;-0,118933551;0,059899732;-0,107918292;-0,050820861;0,002380732;-0,005078932;-0,093127877;0,117712639;-0,095271096;0,00810546;-0,066603191;-0,015729092;-0,091734357;0,024463871;0,041108686;-0,000643161;0,120682091;-0,096872486;-0,026702812;-0,017303599;0,104123399;-0,0770275;0,004711031;-0,06300398;Francia;Al-Ittihad;Extremo derecho
Callum Hudson-Odoi;1,82;25;30;14;1;0;0;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;-0,02313358;-0,055052746;-0,080458038;-0,044632349;0,054380458;-0,046810113;0,10588143;0,017973691;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115;Inglaterra;Nottingham Forest;Extremo izquierdo
Evan Ndicka;1,92;26;30;15;1;0;3;0;-0,066164918;0,085928261;-0,069988996;0,028101388;-0,065104641;0,075750813;0,054929648;0,030766457;-0,009571058;-0,034415841;0,122070998;-0,00379724;0,075012825;-0,093587138;-0,028899116;-0,070448712;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Costa de Marfil;AS Roma;Defensa central
Teun Koopmeiners;1,84;27;30;14;0;0;4;0;-0,111019142;-0,090241298;0,012151266;0,083693758;-0,105585292;0,044175122;0,067653678;0,069097698;0,099411055;-0,062767781;0,106107742;0,068139531;-0,081188984;0,048641305;0,070241161;-0,094398037;0,057232734;-0,088231727;-0,043430768;0,121953472;-0,017196175;0,002575303;-0,048276402;-0,098835416;Paises Bajos;Juventus;Mediocentro ofensivo
Rodrigo Bentancur;1,87;28;30;19;1;1;2;1;-0,090173647;-0,120615825;-0,033945676;-0,103281252;-0,07445699;-0,071953729;-0,028584667;-0,022134779;-0,020995656;0,081839457;0,125685945;-0,051477801;-0,006212149;-0,07246431;0,049674053;0,032495394;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292;Uruguay;Tottenham Hotspur;Mediocentro
Denis Zakaria;1,9;28;30;5;0;1;2;0;0,104902305;-0,009679141;0,114909247;-0,10058365;0,048077613;0,032805737;0,010224483;0,028289441;-0,093122393;-0,118195526;0,03015309;0,078398488;0,100428052;0,070976749;-0,008518565;0,102926955;-0,016960477;-0,117974713;0,056287192;0,011867293;0,094767965;-0,011302987;-0,029954249;-0,11315833;Suiza;AS Monaco;Pivote
Manuel Locatelli;1,85;27;30;14;0;0;3;0;-0,070087455;0,086913362;0,043283574;0,092748255;0,085460514;0,093211621;-0,045291722;-0,00876025;0,099411055;-0,062767781;0,106107742;0,068139531;-0,081188984;0,048641305;0,070241161;-0,094398037;-0,016960477;-0,117974713;0,056287192;0,011867293;0,094767965;-0,011302987;-0,029954249;-0,11315833;Italia;Juventus;Pivote
Jeoho Palhinha;1,9;30;30;18;4;2;4;0;0,094597615;-0,079555579;0,014744219;0,079444386;-0,033918057;-0,077495568;-0,002692658;-0,106440246;-0,020995656;0,081839457;0,125685945;-0,051477801;-0,006212149;-0,07246431;0,049674053;0,032495394;-0,016960477;-0,117974713;0,056287192;0,011867293;0,094767965;-0,011302987;-0,029954249;-0,11315833;Portugal;Tottenham Hotspur;Pivote
Kingsley Coman;1,81;29;30;14;4;6;0;0;-0,118933551;0,059899732;-0,107918292;-0,050820861;0,002380732;-0,005078932;-0,093127877;0,117712639;-0,01950671;-0,007329962;-0,078193575;0,092838094;-0,082375005;-0,090407908;-0,034428906;-0,019138068;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115;Francia;Al-Nassr;Extremo izquierdo
Jonathan Tah;1,95;29;30;16;1;1;2;0;0,08640074;0,073262207;0,119738005;0,119977802;0,099477038;-0,088858768;-0,112221435;-0,007820635;0,002556021;0,036724091;-0,083628394;-0,014933302;0,096912265;0,090595022;-0,044424478;0,030976996;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Alemania;Bayern Munich;Defensa central
Alejandro Grimaldo;1,71;30;30;15;7;4;2;0;-0,018197507;0,027924707;-0,010844457;0,073231526;-0,032498866;0,027797619;0,071192317;0,102874391;0,014909924;-0,107359141;-0,102674298;-0,00124013;0,016684568;-0,071914546;-0,057594374;-0,093278877;-0,038706813;0,082722649;0,021574922;0,005219473;0,044569455;0,002511997;0,121739149;0,061536744;Espana;Bayer Leverkusen;Lateral izquierdo
Antonio Nusa;1,8;20;28;12;2;1;0;0;-0,038558159;0,068967387;0,073625669;-0,059148449;0,010536021;-0,107151181;0,099299408;0,113966249;-0,041617662;0,075574338;-0,074506521;-0,056923926;-0,090038866;-0,05478425;-0,021489831;0,080495119;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115;Noruega;RB Leipzig;Extremo izquierdo
Joel Ordonez;1,91;21;28;19;1;0;4;1;-0,040243112;-0,019917464;0,074442402;0,021437174;-0,007633442;0,116386116;-0,060064834;-0,011654383;0,108865745;-0,075357787;-0,084818058;-0,034195095;0,115135916;0,010311126;-0,107272707;-0,018912194;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Ecuador;Club Brujas;Defensa central
Eliesse Ben Seghir;1,82;20;28;15;0;0;2;0;-0,121671446;-0,116023652;-0,012787935;-0,0783398;0,062523827;-0,076796614;0,033084381;0,006994453;0,014909924;-0,107359141;-0,102674298;-0,00124013;0,016684568;-0,071914546;-0,057594374;-0,093278877;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115;Marruecos;Bayer Leverkusen;Extremo izquierdo
Danilo;1,84;24;28;0;0;0;0;0;-0,010247849;0,033773843;0,068939246;0,090636082;-0,069321349;0,022180473;0,077888712;-0,062032707;0,114218228;0,096912347;0,07970123;0,05843905;0,029867131;-0,023028685;-0,079477675;-0,003684983;-0,016960477;-0,117974713;0,056287192;0,011867293;0,094767965;-0,011302987;-0,029954249;-0,11315833;Brasil;Botafogo;Pivote
Andri;1,76;24;28;14;0;0;4;0;-0,010247849;0,033773843;0,068939246;0,090636082;-0,069321349;0,022180473;0,077888712;-0,062032707;-0,008568488;0,035756052;-0,075108059;0,022847077;-0,08666604;-0,109379224;-0,072892621;-0,113279171;-0,016960477;-0,117974713;0,056287192;0,011867293;0,094767965;-0,011302987;-0,029954249;-0,11315833;Brasil;Wolverhampton;Pivote
Brajan Gruda;1,78;21;28;10;2;3;0;0;0,08640074;0,073262207;0,119738005;0,119977802;0,099477038;-0,088858768;-0,112221435;-0,007820635;0,00343602;0,060059864;0,096675947;-0,012602294;0,055346847;-0,073613517;-0,008479889;0,099257879;0,120682091;-0,096872486;-0,026702812;-0,017303599;0,104123399;-0,0770275;0,004711031;-0,06300398;Alemania;Brighton;Extremo derecho
Yasin Ayari;1,79;22;28;13;2;0;0;0;-0,119122677;-0,122665301;-0,075567447;0,000715885;0,025636598;0,117220223;0,070935033;-0,055406928;0,00343602;0,060059864;0,096675947;-0,012602294;0,055346847;-0,073613517;-0,008479889;0,099257879;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292;Suecia;Brighton;Mediocentro
Bilal El Khannouss;1,8;21;28;19;5;5;4;0;-0,121671446;-0,116023652;-0,012787935;-0,0783398;0,062523827;-0,076796614;0,033084381;0,006994453;-0,11919608;0,110994257;0,052204959;0,115986332;0,083862051;0,035857394;0,123523742;-0,056553517;0,057232734;-0,088231727;-0,043430768;0,121953472;-0,017196175;0,002575303;-0,048276402;-0,098835416;Marruecos;VfB Stuttgart;Mediocentro ofensivo
Wilfried Singo;1,9;24;28;9;0;1;0;0;-0,066164918;0,085928261;-0,069988996;0,028101388;-0,065104641;0,075750813;0,054929648;0,030766457;0,102266297;-0,057607267;-0,012122612;0,015154932;-0,000798335;0,013641773;0,078174472;-0,001922205;0,029065797;-0,058358915;0,106612936;-0,119788006;0,084394656;0,035337035;-0,060063813;0,052847728;Costa de Marfil;Galatasaray;Lateral derecho
Toti;1,87;26;28;10;0;0;2;1;0,094597615;-0,079555579;0,014744219;0,079444386;-0,033918057;-0,077495568;-0,002692658;-0,106440246;-0,008568488;0,035756052;-0,075108059;0,022847077;-0,08666604;-0,109379224;-0,072892621;-0,113279171;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Portugal;Wolverhampton;Defensa central
Pierre Kalulu;1,82;25;28;15;0;1;0;0;-0,118933551;0,059899732;-0,107918292;-0,050820861;0,002380732;-0,005078932;-0,093127877;0,117712639;0,099411055;-0,062767781;0,106107742;0,068139531;-0,081188984;0,048641305;0,070241161;-0,094398037;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Francia;Juventus;Defensa central
Anatoliy Trubin;1,99;24;28;18;0;0;1;0;-0,099967182;-0,096912734;0,038299121;-0,031735584;-0,085857943;-0,101816297;0,105597176;0,024063805;-0,042473182;-0,013152264;0,125311673;0,11522232;-0,055347718;0,113331772;-0,069924496;0,073403753;0,093323581;0,080478951;-0,044601846;-0,105046496;0,069780841;0,081347823;-0,007530442;-0,08564724;Ucrania;SL Benfica;Portero
Fabio Silva;1,85;23;28;8;1;1;1;0;0,094597615;-0,079555579;0,014744219;0,079444386;-0,033918057;-0,077495568;-0,002692658;-0,106440246;0,05805143;-0,051959045;0,034812916;0,087660529;0,075818077;-0,094192736;0,1171472;0,056525052;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532;Portugal;Borussia Dortmund;Delantero centro
Giorgi Mamardashvili;1,97;25;28;9;0;0;0;0;0,102841653;-0,072547153;-0,020448236;0,071243592;0,103327215;-0,055598017;0,113601968;0,102635346;-0,09028963;0,117033444;0,096519969;0,071010381;-0,084167235;0,07214126;0,052050684;0,064132676;0,093323581;0,080478951;-0,044601846;-0,105046496;0,069780841;0,081347823;-0,007530442;-0,08564724;Georgia;Liverpool FC;Portero
Kenneth Taylor;1,82;23;28;15;2;3;3;1;-0,111019142;-0,090241298;0,012151266;0,083693758;-0,105585292;0,044175122;0,067653678;0,069097698;-0,082829595;0,053964578;-0,005900256;-0,0444615;0,086107463;0,048803993;-0,048291732;0,009504364;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292;Paises Bajos;Ajax;Mediocentro
Djordje Petrovic;1,93;26;28;12;0;0;1;0;-0,009138974;-0,04100702;-0,006064715;0,095807195;-0,008070982;-0,02088036;0,035404671;-0,105325103;0,059457745;-0,090179548;0,050502762;0,055724271;0,126208872;-0,055905778;-0,015982896;-0,092736579;0,093323581;0,080478951;-0,044601846;-0,105046496;0,069780841;0,081347823;-0,007530442;-0,08564724;Serbia;AFC Bournemouth;Portero
Calvin Bassey;1,85;25;28;13;0;0;3;0;-0,117315315;-0,019477924;0,05638456;0,048864599;-0,080392458;-0,087196156;-0,06050792;-0,030091936;0,020387594;-0,029309405;0,119028166;0,120226219;-0,121295892;0,030402875;0,07841783;0,046755958;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Nigeria;Fulham FC;Defensa central
Orkun Kokcu;1,75;24;28;15;0;3;2;2;-0,051776182;0,088101126;-0,077325046;0,060995255;-0,101748295;0,024314163;-0,059879653;-0,054608732;0,029750884;-0,035503846;0,035667799;-0,103091717;-0,034305599;-0,032512341;0,091070719;-0,043559887;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292;Turquia;Besiktas JK;Mediocentro
Joshua Zirkzee;1,93;24;28;5;0;0;1;0;-0,111019142;-0,090241298;0,012151266;0,083693758;-0,105585292;0,044175122;0,067653678;0,069097698;0,027283248;-0,100400135;-0,033273615;0,036728553;0,067628078;-0,030931495;-0,11711961;0,054781374;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532;Paises Bajos;Manchester United;Delantero centro
Sam Beukema;1,88;27;28;8;1;0;0;0;-0,111019142;-0,090241298;0,012151266;0,083693758;-0,105585292;0,044175122;0,067653678;0,069097698;0,025104497;0,003371759;0,01017504;-0,044517815;-0,088343136;-0,027011739;0,051044561;0,108067945;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164;Paises Bajos;SSC Napoles;Defensa central
Emile Smith Rowe;1,82;25;28;13;2;0;0;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;0,020387594;-0,029309405;0,119028166;0,120226219;-0,121295892;0,030402875;0,07841783;0,046755958;0,057232734;-0,088231727;-0,043430768;0,121953472;-0,017196175;0,002575303;-0,048276402;-0,098835416;Inglaterra;Fulham FC;Mediocentro ofensivo
Diogo Dalot;1,83;26;28;10;0;1;0;0;0,094597615;-0,079555579;0,014744219;0,079444386;-0,033918057;-0,077495568;-0,002692658;-0,106440246;0,027283248;-0,100400135;-0,033273615;0,036728553;0,067628078;-0,030931495;-0,11711961;0,054781374;0,029065797;-0,058358915;0,106612936;-0,119788006;0,084394656;0,035337035;-0,060063813;0,052847728;Portugal;Manchester United;Lateral derecho
Mason Mount;1,81;26;28;9;1;1;0;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;0,027283248;-0,100400135;-0,033273615;0,036728553;0,067628078;-0,030931495;-0,11711961;0,054781374;0,057232734;-0,088231727;-0,043430768;0,121953472;-0,017196175;0,002575303;-0,048276402;-0,098835416;Inglaterra;Manchester United;Mediocentro ofensivo
